category,text
U.S.,"AP - Was he a powerful politician, forcing himself on a young aide? Or was it consensual? A day after New Jersey Gov. James E. McGreevey made history by announcing his resignation over an affair with another man, Golan Cipel gave his side of the story."
U.S.,AP - President Bush asked his supporters Saturday to pray for Hurricane Charley victims and announced that he will visit Florida to survey the damage.
U.S.,"Variety - VICKSBURG, Miss. -- On the eve of what is arguably the most important presidential election in decades, Hollywood has again become a lightning rod. It simply takes a trip out of town to see the extent to which that is true."
U.S.,"AFP - Although polls show the US presidential race a virtual dead heat, Democrat John Kerry appears to be gaining an edge over George W. Bush among the key states that could decide the outcome."
U.S.,"AP - Teresa Heinz Kerry once hinted at tensions with her first-born son, a 37-year-old blacksmith who seeks an anonymous life with his wife and child in rural Pennsylvania."
U.S.,"AP - President Bush retains an advantage with voters on such qualities as decisiveness and strength of leadership despite the Democrats' effort to promote John Kerry as a strong leader, a poll this week finds."
U.S.,"AP - Congress must pass legislation to protect the nation's electricity grid if it wants to avoid repeats of the devastating outages that rolled across eight states last year, Sen. Maria Cantwell, D-Wash., said Saturday."
U.S.,AP - Democratic presidential nominee John Kerry said Saturday that his daughter Vanessa has won a Fulbright scholarship to study medicine in London.
U.S.,"AFP - President George W. Bush famously dislikes press conferences but has embraced ""Ask President Bush"" sessions packed with supporters at least as eager to pay tribute to him as get an answer."
U.S.,"AP - Trying to energize the electorate in heavily Republican western Iowa, President Bush hammered home the message Saturday that voters must keep rival John Kerry out of the White House because the Democrat will raise taxes on the middle class."
U.S.,"AP - Democratic presidential candidate John Kerry does not plan to visit Florida in the aftermath of Hurricane Charley because he's concerned his campaign entourage could distract from recovery efforts, he said Saturday."
U.S.,AP - Democratic vice presidential candidate John Edwards called for changes to prescription drug programs and praised running mate John Kerry's military and government service at an outdoor campaign rally here Saturday.
U.S.,AP - Government lawyers are renewing their push to rein in groups like those spending millions on ads and voter outreach in the presidential race.
U.S.,"Reuters - President Bush wrapped up a
five-day campaign swing with a rally in the battleground state
of Iowa on Saturday and scheduled a quick trip to Florida to
survey hurricane damage in a state he needs to win in the
November election."
U.S.,"AP - On the last day of a two-week march from the Atlantic to the Pacific, tens of thousands of people stood under a hot sun on a bank of the Willamette River to hear John Kerry explain why he should be elected president."
U.S.,"Reuters - Democrat John Kerry on
Saturday asked his presidential campaign workers in Florida to
help in recovery efforts after Hurricane Charley, but said he
had no immediate plans to visit the devastated communities."
U.S.,"AP - President Bush assails rival Sen. John Kerry on intelligence reform, arguing in a new television ad that the Democrat's pledge to fix the system is at odds with his record and concluding, ""There's what Kerry says, and then there's what Kerry does."""
U.S.,AFP - US President George W. Bush announced he would visit Florida Sunday to survey the devastation wrought by Hurricane Charley and try to comfort those afflicted by the deadly storm.
U.S.,"AFP - Democratic presidential hopeful John Kerry wrapped up a two-week bus and train tour of the United States in the Pacific Northwest, cheered by tens of thousands at a star-studded rally."
U.S.,"AFP - US President George W. Bush warned that the United States may bring WTO action in September against Airbus Industrie, citing ""unfair"" government subsidies to the European aircraft maker."
U.S.,"AFP - US President George W. Bush hailed the participation of Afghan and Iraqi athletes in the Athens Olympics, saying they were now representing nations free from ""tyranny and repression."""
U.S.,"AP - The Commission on Presidential Debates may have violated federal election laws when it refused to allow any third-party presidential candidates into the debate halls to watch the 2000 presidential debates, a federal judge has ruled."
U.S.,"AP - President Bush traded one refrain for another Friday, saying he is ""getting the job done"" on the economy and more. Not so, said Sen. John Kerry, criticizing administration tax cuts as insensitive to the middle class as he ended a 22-state tour."
U.S.,AP - President Bush and veteran Seattle Mariners designated hitter Edgar Martinez exchanged signed baseballs Friday.
U.S.,"Reuters - President Bush complained about
European subsidies for Airbus on Friday and threatened to take
a case to the World Trade Organization if they were not ended."
U.S.,"Reuters - One-third of President Bush's tax
cuts have gone to the wealthiest 1 percent of Americans,
shifting more burden to middle-income taxpayers, congressional
analysts said on Friday."
U.S.,"AP - President Bush assails rival Sen. John Kerry on intelligence reform, arguing in a new television ad that the Democrat's pledge to fix the system is at odds with his record and concluding, ""There's what Kerry says, and then there's what Kerry does."""
U.S.,AFP - An Arab-American organization and a group opposed to war and racism filed suit charging they were unconstitutionally denied a permit to hold a protest in Central Park during the upcoming Republican National Convention.
U.S.,"Reuters - An Arab American organization and an
anti-war group said on Friday they have sued New York City for
blocking a huge civil rights rally in Central Park just before
the start of the Republican National Convention."
U.S.,"AP - Results of recent polls on the presidential race. Listed above each set of results is the name of the 2000 winner in a given state, the organization that conducted the poll, the dates, the number interviewed, whether it was adults, registered voters (RV) or likely voters (LV) and the margin of error (MoE). Results may not total 100 percent because of rounding."
U.S.,"Reuters - President Bush and his Democrat
rival Sen. John Kerry sparred on Friday over the wisdom of
giving tax cuts to the wealthy as their two campaigns converged
on the battleground state of Oregon."
U.S.,AP - Sen. John Kerry's Nevada supporters said they liked what he had to say — though not with his East Coast accent — when he campaigned in the state this week.
U.S.,"AFP - On the same day that US President George W. Bush made perhaps his strongest defense of French foreign policy, a top backer derided Democratic White House hopeful John Kerry for wanting the United States to ""act like the French."""
U.S.,AP - Labor has much to offer Sen. John Kerry in his quest for the presidency: a massive voter mobilization machine that is backed by well more than $157 million and was fine-tuned by union leaders this week.
U.S.,"AFP - President George W. Bush's campaign played down the possibility that the Republican national convention this month would give him a significant ""bounce"" in his tight re-election race against Democrat John Kerry."
U.S.,"AP - First, Republicans accused Democrats of staging an ""extreme makeover"" convention in Boston last month in an effort to portray John Kerry as anything but liberal."
U.S.,"AP - President Bush is distancing himself from suggestions that he wants to replace the federal income tax with a national sales tax, saying ""People shouldn't worry about me raising taxes."""
U.S.,"AP - Jim Lehrer, host of PBS's ""News Hour,"" will be a moderator for the presidential debates, but unlike past election years, he will divide the work with ABC's Charlie Gibson and CBS's Bob Schieffer."
U.S.,"AFP - While Republicans are trying to keep Democratic presidential candidate John Kerry on the ropes for alleged flip-flops on Iraq, his position has in fact been largely consistent with a couple of exceptions."
U.S.,"AP - Sen. John Kerry has opened narrow leads in Florida, Michigan, New Hampshire and a handful of other battleground state polls since accepting the Democratic nomination, increasing pressure on President Bush to regain lost ground at the Republican National Convention."
U.S.,"AFP - President George W. Bush said he was ready to take ""the rap"" for the Iraq war if the US people decided in November to elect his Democratic rival John Kerry, whose Vietnam war record, he said, was something to be proud of."
U.S.,AP - He's dropped in polls that gave him one lonely digit to begin with and seen friends peel away — even fall melodramatically to their knees begging him to quit. Even a little bit of Ralph Nader is too much for Democrats.
U.S.,"Reuters - President Bush praised John Kerry's
military service as honorable on Thursday but declined to
condemn ads from Vietnam veterans who questioned the
Massachusetts senator's military record."
U.S.,"AP - Vice President Dick Cheney on Thursday questioned Sen. John Kerry's call for a ""more sensitive"" war on terror, saying it won't impress the Sept. 11 terrorists or the Islamic militants who have beheaded U.S. citizens — criticism Kerry dismissed as negative politics."
U.S.,"Reuters - The presidential election campaign
has entered a two-month period when the threat of an al Qaeda
attack to disrupt the process could be greatest, a White House
official warned on Thursday."
U.S.,"Reuters - Vice President Dick Cheney mocked
Democratic presidential candidate John Kerry on Thursday for
pledging to wage a more ""sensitive"" war against terrorism."
U.S.,"Reuters - President Bush paid a visit to
former First Lady Nancy Reagan on Thursday in a sign of easing
tensions between the Bush and Reagan families despite their
disagreement over stem-cell research."
U.S.,"AP - President Bush and Democratic opponent John Kerry seem to be playing a modern version of ""Me and My Shadow"" these days. The two presidential candidates keep popping up in the same states within days of each other — sometimes within hours."
U.S.,"Reuters - President Bush is likely to tout tax
reform as a broad campaign theme but nothing as sweeping as a
national sales tax, despite recent warm words, Republican
sources said on Thursday."
U.S.,"AP - A federal court on Thursday ruled against an anti-abortion group that wants to run ads in Wisconsin that mention Democratic Sen. Russ Feingold, who is up for re-election this year."
U.S.,AP - An interest group funded in part by the nation's largest teachers' union will launch $2.5 million worth of new commercials on Friday assailing President Bush's education reform law after spending several million dollars on television ads this summer.
U.S.,AFP - Democratic White House hopeful John Kerry launched a two-week tour focusing on the economy as a new poll showed President George W. Bush vulnerable on the key campaign issue.
U.S.,"AP - Democrat John Kerry has gained ground on President Bush in several states in recent weeks, while independent Ralph Nader remains a factor."
U.S.,"Reuters - Look out Bush and Kerry, Barbie's
making a run for the White House."
U.S.,"Reuters - Democrat John Kerry leads
President Bush 47 percent to 41 percent among registered voters
in Florida, according to a poll released on Thursday that
showed independent Ralph Nader with 4 percent."
U.S.,"AP - With fighting flaring in an increasingly unpopular war in Iraq, President Bush hopes to draw Democratic Sen. John Kerry into a different kind of battle and destroy his claim as a veteran qualified for command in an age of terrorism."
U.S.,"AFP - Republicans and Democrats clashed bitterly over the war on terrorism, with Vice President Dick Cheney heaping scorn on a call by presidential candidate John Kerry for a more ""sensitive"" campaign involving other nations."
U.S.,AP - The thermometer read 114 degrees when John Kerry left his air-conditioned campaign bus to gaze up at an electronic sign that locals call the world's tallest thermometer.
U.S.,"AFP - Democratic candidate John Kerry, with a paper-thin lead over President George W. Bush, is wooing the most rural newspapers in the smallest towns in the American heartland in a relentless quest for that last undecided voter."
U.S.,"AP - Democrat John Kerry has taken a slight lead over President Bush in Florida — the essential swing state in the 2000 election, according to a poll out Thursday."
U.S.,"AFP - Much the way their predecessors warred over Sino-US ties in past elections, US President George W. Bush and Democratic White House hopeful John Kerry are trading blows over Saudi Arabia."
U.S.,"AP - Hundreds of uncounted ballots clouded the outcome Wednesday of a tight Republican congressional primary in which the top two candidates were separated by 275 votes out of more than 30,000 cast."
U.S.,AP - An Amtrak conductor has been suspended without pay for telling his train passengers that they should vote against Democratic presidential candidate John Kerry.
U.S.,"AFP - US Democratic presidential candidate John Kerry decried President George W. Bush's health care policy, saying Americans are paying too much for medication while neighboring Canadians are able to buy cheaper prescription drugs."
U.S.,"AFP - US President George W. Bush assailed Democratic White House hopeful John Kerry's pledge, if elected, to slash US troop levels in Iraq by next August."
U.S.,"AFP - Fighting in the Shiite city of Najaf is keeping Iraq on the front pages of US newspapers, to the likely discomfort of President George W. Bush whose policies there have become a key issue in his re-election bid."
U.S.,"Reuters - The United States faces a painful
moment probably next month when its military deaths in Iraq are
expected to surpass 1,000. It will also be a crucial moment for
President Bush, who faces a presidential campaign in which Iraq
is a central issue."
U.S.,"AP - From union swing voters to retirees, organized labor is trying to wring out every vote possible for John Kerry in November."
U.S.,"AP - The great-grandson of beer baron Adolph Coors handily won the Republican primary for Colorado's U.S. Senate seat, triggering a face-off with the state's Democratic attorney general this fall. In Georgia, a Democrat became the first black candidate ever nominated to the U.S. Senate from that state."
U.S.,"Reuters - The war against terror was being won in
Afghanistan, but the country faced a new danger that threatened
the entire international community, Secretary of Defense Donald
Rumsfeld warned on Wednesday."
U.S.,AFP - Democratic presidential nominee John Kerry said Nevada should not be home to a nuclear waste site under Yucca Mountain.
U.S.,AP - One of the authors of a new anti-John Kerry book frequently posted comments on a conservative Web site describing Muslims and Catholics as pedophiles and Pope John Paul II as senile.
U.S.,AFP - President George W. Bush claimed political vindication after Democratic rival John Kerry said he would have authorised military action in Iraq even knowing what he knows today.
U.S.,"AP - The day before President Bush was to campaign in Arizona and New Mexico, the Homeland Security Department announced it would hasten deportations of illegal immigrants who are not Mexican or Canadian citizens."
U.S.,"Reuters - Older Americans are confused and
unhappy about upcoming changes in the federal Medicare health
program, according to a nonpartisan survey released on Tuesday
that indicates the issue could help Democrats win the November
vote."
U.S.,"Reuters - Authorities on Tuesday spurned a new
bid by an anti-war group to stage the biggest rally of the
Republican convention in Central Park after activists rejected
a site chosen by New York police."
U.S.,AP - Three campaign finance watchdog groups filed a complaint Tuesday accusing a group of Vietnam veterans of violating the campaign finance law by airing an ad that challenges Democratic presidential nominee John Kerry's military record.
U.S.,"Reuters - A battle is raging for the Texas
congressional seat that represents President Bush's adopted
home of Crawford, and redistricting, religion and a
cross-dressing scandal are weighing in the race."
U.S.,AP - The Texas Democratic Party chairman wants financial donors in the state to stop sending money to the national party because he says officials there are treating it as a Republican state where Democrats can't win.
U.S.,"AFP - Chances for the United States to reduce its military forces in Iraq within one year will depend on security on the ground and advances in US diplomacy, US Democratic presidential candidate John Kerry said."
U.S.,"AP - First lady Laura Bush, defending her husband's policy on embryonic stem cell research, accuses proponents of overstating the potential for medical breakthroughs and says it is ""ridiculous"" for John Kerry to claim the president has banned the research."
U.S.,"AFP - US President George W. Bush has landed in hot water with Irish-Americans, whose leading lobbying group warned he could lose Irish Catholic votes in the November election, unless his administration revokes an Iraq security contract granted to a British firm."
U.S.,"AFP - US Democratic presidential candidate John Kerry on Monday stopped at the Grand Canyon, Arizona, where he announced his intention to reform management of US national parks."
U.S.,"AP - Still smarting from a public spat during the Democratic National Convention, labor leaders on Monday tried to shift attention to ousting President Bush."
U.S.,"Reuters - Major international monitors will
issue an unprecedented report on the handling of this year's
U.S. presidential election, after the 2000 vote raised concerns
of disenfranchisement, U.S. officials said on Monday."
U.S.,"Reuters - Tens of thousands of former felons could
be illegally denied their right to vote in this year's U.S.
presidential election in November because of bureaucratic
bungling and misinformation, activists said on Monday."
U.S.,"Reuters - First lady Laura Bush and Democratic
vice presidential nominee John Edwards clashed on Monday over
whether President Bush's restrictions on stem cell research
should be maintained or lifted."
U.S.,"AFP - US Democrats, seeking to reap political hay from new barren economic data, launched a full-bore assault on President George W. Bush's policies and assertion the country had ""turned a corner."""
U.S.,AFP - The United States said it had invited a team of experts from the Organization for Security and Cooperation in Europe (OSCE) to observe this year's US presidential election in line with commitments the group's members have made to each other.
U.S.,"AFP - The White House does not dictate monetary policy, President George W. Bush said while again highlighting his optimism for the US economy."
U.S.,AP - Diners at Manny's Coffee Shop and Deli got a little star power with their corned beef on rye Monday as Democrats John Edwards and Barack Obama campaigned together at the South Side institution.
U.S.,"AP - A decade after he lost a bid for the U.S. House, John Kerry faced a choice: build a respectable, mainstream career in Boston's legal circles or wade back into the muddy waters of Massachusetts politics."
U.S.,AP - Supporters stood in the dark as the John Kerry-John Edwards campaign train sped through town in the wee hours of Saturday. They got their chance to spend time with half the ticket Sunday when Edwards and his family paid a makeup call in a rare Democratic foray into a traditionally Republican stronghold.
U.S.,"AP - At this small town on a rail track, supporters brought John Kerry's train to a halt with a homemade sign made of white bedsheets asking for just a few minutes of his time."
U.S.,"AFP - As a maverick Republican and Vietnam war soulmate of Democratic challenger John Kerry, Senator John McCain is walking a thin political line in this year's presidential election and apparently relishing every moment."
U.S.,"AFP - Navajo and Zuni Indians showed their support for Democratic presidential hopeful John Kerry in traditional fashion, blessing him with eagle feathers said to chase away evil spirits at a Native American pow-wow here."
U.S.,"AP - With the spotlight on his candidacy, John Kerry improved public perception of his character and qualifications but failed to shake-up the presidential race. Now, the focus shifts to President Bush — and all his hurdles to re-election."
U.S.,"Reuters - Failed presidential candidate Alan
Keyes said on Sunday he would wage a campaign against favored
Democrat Barack Obama in the race for a Republican-held U.S.
Senate seat from Illinois."
U.S.,"AP - California, the big prize in presidential politics, may be about to give up its eight-year quest for more clout in picking presidential nominees."
U.S.,"AP - The hour was late, the day had been long, but Teresa Heinz Kerry felt like dancing. As a six-piece Mariachi band played at the train station Saturday night and her husband signed autographs a few feet away, she began to sway to the music. A young gentleman in the welcoming party, Javier Martinez of Albuquerque, gallantly offered his hand and soon they were dancing to the lively strains of ""El Rey."""
U.S.,"AP - Retired Gen. Tommy Franks, producer of the early military successes in Afghanistan and Iraq, said Sunday that criticism of John Kerry's war record is political hyperbole and Kerry is ""absolutely"" qualified to be commander in chief."
U.S.,"Reuters - Consumer advocate Ralph Nader did
not collect enough signatures to make the ballot in California
as an independent presidential candidate but his spokesman said
on Sunday the campaign would keep trying."
U.S.,"AP - Alan Keyes, the conservative Maryland political commentator whom Illinois Republicans turned to after weeks of searching for a replacement Senate candidate, agreed Sunday to run against a rising Democratic star who has only grown stronger amid GOP scandal and disarray."
U.S.,"AFP - From the deck of the caboose where Harry Truman once stumped for the presidency, Democratic presidential candidate John Kerry calls out ""Buenas Tardes"" (good afternoon) and ""gracias"" (thank you) as he rolls through the heavily Hispanic American southwest."
U.S.,"AP - John Kerry said Saturday the restriction on stem cell research imposed by President Bush was a triumph of ideology over science and ""only adds to the loss and pain"" of millions suffering from potentially curable diseases."
U.S.,"AP - The Associated Press-Ipsos poll on the presidential race on based on telephone interviews with 1,001 adults, including 798 registered voters, from all states except Alaska and Hawaii. The interviews were conducted August 3-5 by Ipsos-Public Affairs."
U.S.,"Reuters - Democratic vice presidential
nominee John Edwards was to head to Lawrence, Kansas, on Sunday
to offer an apology for an inadvertent snub by presidential
hopeful John Kerry and himself."
U.S.,"Reuters - The percentage of Californians
who disapprove of President Bush's performance in office has
risen to 55 percent from 45 percent a year ago, according to a
poll released Sunday."
U.S.,"Reuters - Democratic presidential nominee John
Kerry has begun speaking more openly about his faith, a move
political experts say is crucial to chipping away at President
Bush's advantage among churchgoers."
U.S.,"AP - Ralph Nader failed to gather enough signatures to make the ballot in California as an independent presidential candidate, but his campaign said Saturday it will keep trying to get the consumer activist's name before the state's voters in November."
U.S.,"AFP - US Democratic presidential nominee John Kerry promised to lift limits on embryonic stem cell research if he wins the White House, drawing a sharp distinction between himself and President George W. Bush, who imposed the limits three years ago."
U.S.,"AP - Democrat John Kerry is putting the pressure on President Bush on his strongest issue, national defense, but the incumbent retains an advantage there, an Associated Press poll found."
U.S.,"AP - Sen. John McCain will campaign this week with President Bush in Florida, New Mexico and his home state of Arizona, Bush's campaign said Saturday."
U.S.,"AFP - Democratic presidential candidate John Kerry's campaign criticized President George W. Bush's handling of national security, saying the United States still has ""much more"" work ahead to protect itself from future terrorist attacks."
U.S.,"AFP - With less than 100 days to go to the US presidential election, dozens of new books criticizing President George W. Bush are about to flood US bookstores."
U.S.,"AP - The conventional wisdom was that Peter Coors, the wealthy beer baron with a face for TV, would coast to the Republican nomination for Colorado's open Senate seat. And that Attorney General Ken Salazar, a veteran campaigner touting himself as a folksy farmer with deep Colorado roots, would grab the Democratic nod without a fight."
U.S.,"AP - The Indiana Supreme Court on Friday ordered a new Democratic mayoral primary in East Chicago, saying the 2003 election in which the longtime mayor claimed victory was fraught with corruption."
U.S.,"Reuters - One of presidential candidate John
Kerry's Vietnam war comrades, who had appeared to back off his
criticism of Kerry's war record, recanted on Friday and said,
yes, in fact he did question whether the U.S. senator deserved
his medals."
U.S.,AFP - Presidential hopeful John Kerry said he would diversify US energy sources and cut US dependence on foreign oil.
U.S.,"Reuters - Disappointing job creation figures
issued Friday were a sharp blow to President Bush, making it
much more difficult for him to argue on the campaign trail that
the economy has turned the corner, analysts and pollsters said."
U.S.,"AFP - US President George W. Bush declared that anemic job creation in July showed that there is ""more to do"" to help the US economy and urged voters to give him a second four-year term."
U.S.,"Reuters - Stung by voting problems four years
ago, the Pentagon announced on Friday it was pressing to
improve absentee balloting by the U.S. military and civilians
overseas in what could be a close 2004 presidential election."
U.S.,"Reuters - Democratic presidential nominee
John Kerry has a strong lead over President Bush in California,
a state that has voted Democratic in recent national elections,
according to a poll released on Friday."
U.S.,"Reuters - From the platform of the same
train car from which U.S. President Harry Truman gave
Republicans ""hell"" in 1948, John Kerry and John Edwards caught
fresh jeers."
U.S.,AP - John Kerry shelled out $80 million over five months to plaster television screens with campaign ads trumpeting his biography and priorities. So what did all that money get him? An even race.
U.S.,"AP - A conservative group that complained about television ads for Michael Moore's anti-Bush documentary ""Fahrenheit 9/11"" now wants an exemption from campaign finance laws so it can advertise a book on John Kerry."
U.S.,AP - Secretary of State Colin Powell dismissed assertions Thursday by Democratic presidential candidate John Kerry that failed diplomacy by the Bush administration deprived the United States of Arab and European support in the Iraq war.
U.S.,AFP - US President George W. Bush's campaign launched a new Spanish television spot as the Republican battles for the Hispanic vote against Democratic presidential hopeful John Kerry.
U.S.,"AP - President Bush's re-election campaign added Colorado to the list of states where it's advertising in Spanish as it rolled out a new television commercial Thursday that says America has ""opened its heart"" to Hispanics under the Republican."
U.S.,AP - A wealthy Texan and prolific Republican donor is helping bankroll a television ad assailing Democrat John Kerry's decorated military record in the Vietnam War.
U.S.,AP - There's an unmistakable campaign sign for president on the way to the Bush family estate on Maine's rocky coast. Its message? Kennebunkport is for Kerry.
U.S.,"AFP - Republicans struck back at John Kerry after the Democratic presidential candidate criticized President George W. Bush for sitting in a Florida classroom for seven minutes after being informed about the September 11, 2001, attacks."
U.S.,"AP - Republican Sen. John McCain, a former prisoner of war in Vietnam, called an ad criticizing John Kerry's military service ""dishonest and dishonorable"" and urged the White House on Thursday to condemn it as well."
U.S.,"Reuters - Democratic presidential nominee John
Kerry said on Thursday he opposes the push for media
consolidation and would pursue a policy aimed at broad and
diverse ownership of media outlets."
U.S.,AFP - The White House distanced itself from a commercial by a controversial veterans' group that accuses Democratic presidential hopeful John Kerry of lying about his service in Vietnam.
U.S.,"AFP - Rock legend Bruce Springsteen, overcoming a career-long aversion to partisan politics, laid out his case for ousting President George W. Bush in an editorial in the New York Times' latest issue."
U.S.,"AP - Forget polite sensibilities. Many women along the Democratic campaign trail are telling Teresa Heinz Kerry to keep speaking her mind. To them, the sassy, gabby wife of presidential candidate John Kerry is a key part of the package they want to put in the White House."
U.S.,"Reuters - Rocker Bruce Springsteen has stayed
out of party politics for 25 years, but now he says the stakes
are too high and he's urging fellow Americans to vote President
Bush out of office in November."
U.S.,"AP - John Kerry has reclaimed a healthy lead in Democratic-leaning New Jersey, where he holds a double-digit lead over President Bush, according to a Quinnipiac University poll released Thursday."
U.S.,AP - Three banks were robbed while President Bush and Democratic nominee John Kerry were speaking just blocks away from one another Wednesday morning.
U.S.,"AFP - Two formally non-political members of George W. Bush's cabinet have fired a double-barreled shot in the direction of Democratic presidential nominee John Kerry, rebutting his criticism of the president's foreign policy and the conduct of the war in Iraq."
U.S.,"Reuters - Farmers will get an early chance to
re-enroll the more than 16 million acres due to leave the
Conservation Reserve beginning in 2007 -- half of the land in
the long-term reserve, President (George W.) Bush said on
Wednesday during a Midwest tour."
U.S.,"Reuters - Competing for votes in
corn-growing Iowa, John Kerry waved to crowds with one ear in
each hand. Not to be outdone by his Democratic rival, President
Bush ate one raw."
U.S.,"Reuters - Figuring Davenport police were
preoccupied with simultaneous visits by President Bush and
Democratic presidential hopeful John Kerry, three bank robbers
went to work on Wednesday, police said."
U.S.,"AP - A state watchdog organization is investigating whether parties and events thrown by three companies at last week's Democratic National Convention violated state law, a source told The Associated Press."
U.S.,"AP - The stops on John Kerry's cross-country campaign trip are hardly Democratic bastions. So much so, that on Wednesday he and President Bush campaigned just a few blocks from each other in this Iowa city."
U.S.,AFP - Democratic presidential nominee John Kerry picked up endorsements from some 200 business leaders as he sought to boost his standing on economic issues.
U.S.,"AP - The three Democrats at the agency responsible for enforcing campaign finance rules attended last week's Democratic convention at taxpayers' expense, and Republican members of the Federal Election Commission plan to do the same later this month."
U.S.,AFP - Democratic presidential nominee John Kerry promised to cut in half the size of the US budget deficit in his first term in office and accused the administration of President George W. Bush of conducting an irresponsible fiscal policy.
U.S.,"AP - Democrats rolled out a ""Bush truth squad"" Tuesday to state the facts as they see them and challenge the president's assertions at every turn of the campaign."
U.S.,"AP - The politics of terrorism has Democrats tied in knots. Each time President Bush raises fears of a possible attack, the political debate shifts from his most troublesome issue (Iraq) to one of his strongest (the war on terrorism) while Democrats fight their impulse to question the president's motives."
U.S.,"Reuters - Missouri voters on Tuesday
narrowly unseated Gov. Bob Holden as the Democratic party's
candidate for the November governor's race, and also approved a
constitutional amendment banning gay marriage."
U.S.,"Reuters - Scam artists posing as fund-raisers
for Democratic presidential nominee John Kerry are trying to
trick Internet users into sending them money, an Internet
security firm said on Tuesday."
U.S.,"AP - Last week's message to the world from John Kerry: ""Reporting for duty!"""
U.S.,AP - Teresa Heinz Kerry knows what her role is on the campaign — and she says it's not interpreter.
U.S.,"AP - In a week disrupted by nine hours of prime-time coverage of the Democratic National Convention, CBS emerged as the clear ratings winner. But the conventions didn't make much of a showing."
U.S.,"Reuters - The primary suspect in New Hampshire's
""Jack the Snipper"" scare has been jailed again on charges of
trying to break into a woman's apartment in the middle of the
night, police said on Tuesday."
U.S.,"AP - John Kerry says he can ""put a deal together"" as president to drastically reduce U.S. troop strength in Iraq, a pledge reminiscent of Richard Nixon's secret plan to end the Vietnam War and Dwight D. Eisenhower's promise to stop fighting in Korea."
U.S.,"AP - The jury is out on whether presidential nominee John Kerry got a 'bounce' in the polls after the Democratic National Convention. Some surveys suggest he did; in others, he did not."
U.S.,"AFP - The Democratic National Convention that took place last week in Boston, Massachusetts, has allowed Americans to learn more about the party's presidential nominee, John Kerry, and bolstered his image as a future commander-in-chief, the Kerry campaign said late Monday."
U.S.,"Reuters - Saudis are not alarmed about Democratic
presidential nominee John Kerry's pledge to end U.S. dependence
on Saudi oil and believe Washington will remain reliant on the
kingdom, industry experts said Tuesday."
U.S.,"Variety - VIRTUALLY NO ONE is neutral about Bill Clinton, but even detractors acknowledge the former president's oratorical powers and seductive charm. His address at the Democratic National Convention dazzlingly displayed that smoothness, doubtless putting half the audience in a mood to disrobe."
U.S.,"AP - The surge of interest in Barack Obama after his speech to the Democratic National Convention is spilling over to a book he wrote a decade ago, with a first edition copy going for $255 on eBay and pre-release orders for a new edition already putting it on best-seller lists."
U.S.,"Reuters - Teresa Heinz Kerry, the outspoken
wife of Democratic presidential nominee John Kerry, pulled no
punches on Monday in telling a rally what she thought of the
Bush administration -- hell."
U.S.,"Reuters - Want to get away from the Iraq war,
slanted news reporting and the mud-slinging presidential
election campaign that probably lies ahead?"
U.S.,"Reuters - John Kerry's turn in the spotlight
at last week's Democratic convention did not give him much of a
bounce in opinion polls, but analysts said on Monday it was a
sign of the times rather than a danger sign for Kerry."
U.S.,"Variety - (Variety) The Democrats just convened in Boston to try and spark John Kerry's presidential aspirations, but for some reason I'm still fixated on the convention I attended the week before in San Diego --- one where, among other things, fans temporarily breathe life into dormant show-business careers."
U.S.,"Reuters - It might be too early to say Wall
Street's money managers are warming to the idea of John Kerry
as president, but an increasing number are taking the idea
seriously."
U.S.,"AP - John Kerry wears one. President Bush has one, too. So do several celebrities."
U.S.,AP - Democratic presidential nominee John Kerry said Monday that President Bush has responded too slowly to the terrorist threat three years after the Sept. 11 attacks and has adopted policies that have encouraged terrorism.
U.S.,AP - John Kerry is talking more openly about his personal connection to God and guns as he kicks off the general election campaign asking for support from conservative-leaning independent voters.
U.S.,"AFP - The program was crammed with aging combat veterans and retired military brass. The presidential candidate strode up to the podium, snapped off a crisp salute and announced he was reporting for wartime duty."
U.S.,"AFP - Packing a comely 20 electoral college ballots and offering a flirtatious swing of its polarised vote, the state of Ohio is driving Republicans and Democrats to distraction in this year's US presidential election."
U.S.,"Reuters - New polls gave a mixed picture on
whether Democratic presidential nominee Sen. John Kerry got a
""bounce"" from the party's convention, and a CNN-USA Today
Gallup poll on Sunday even showed the Democratic ticket
trailing the Republicans' among likely voters."
U.S.,"PUNTA GORDA, Fla. (Reuters) - Carolyn Kauffman burst into  tears as she got out of her car and saw that Hurricane Charley  had reduced her home to a pile of rubble."
U.S.,"MIAMI (Reuters) - While Florida tallied the devastation  from Hurricane Charley, another hurricane and a tropical storm  gathered strength in the Atlantic Ocean on Saturday."
U.S.,"WASHINGTON (Reuters) - The United States plans to withdraw  about 70,000 troops from Europe and Asia in a major realignment  of American military presence prompted by the end of the Cold  War and the beginning of the war on terrorism, U.S. officials  said on Saturday."
U.S.,"SIOUX CITY, Iowa (Reuters) - President Bush wrapped up a  five-day campaign swing with a rally in the battleground state  of Iowa on Saturday and scheduled a quick trip to Florida to  survey hurricane damage in a state he needs to win in the  November election."
U.S.,"HOOD RIVER, Ore. (Reuters) - Democrat John Kerry on  Saturday asked his presidential campaign workers in Florida to  help in recovery efforts after Hurricane Charley, but said he  had no immediate plans to visit the devastated communities."
